,company,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus,Position_clean
49,Experian,107782.56,106140.0,113100.0,107782.56,1795.68,1795.68,,Data Scientist
50,McLaren Group,83443.44,81780.0,90480.0,83443.44,3476.52,3476.52,,Data Scientist
51,BGL Group,83711.4,62640.0,95700.0,83711.4,4501.38,8371.14,633.36,Data Scientist
52,IG,78367.86,73080.0,95700.0,78367.86,7013.94,7013.94,,Data Scientist
53,Elsevier,128518.14,93960.0,172260.0,128518.14,13841.7,13841.7,16260.3,Data Scientist
54,PlayStation,90333.84,87000.0,1567740.0,90333.84,14454.18,14454.18,,Data Scientist
55,Revolut,122252.4,113100.0,135720.0,122252.4,,,17433.06,Data Scientist
56,Funding Circle,87081.78,78300.0,174000.0,87081.78,,,1492.92,Data Scientist
57,Rank Group,83051.94,48720.0,99180.0,83051.94,,,,Data Scientist
58,carwow,90901.08,88740.0,111360.0,90901.08,,,1762.62,Data Scientist
59,Brandwatch,74106.6,62640.0,80040.0,74106.6,,,,Data Scientist
60,Black Swan Data,112997.34,95700.0,118320.0,112997.34,,,,Data Scientist
61,Tessella,54672.54,53940.0,60900.0,54672.54,,,,Data Scientist
62,Signal AI,84931.14,81780.0,125280.0,84931.14,,,,Data Scientist
63,LoopMe,69462.54,69600.0,87000.0,69462.54,7998.78,7998.78,8708.7,Data Scientist
64,Imagini Holdings,83377.31999999999,80040.0,113100.0,83377.31999999999,,,,Data Scientist
65,Advizzo,68684.76,67860.0,69600.0,68684.76,,,,Data Scientist
66,causaLens,62930.58,52200.0,69600.0,62930.58,,,,Data Scientist
67,NHS,58290.0,48720.0,67860.0,58290.0,58290.0,,,Data Scientist
68,KPMG,95700.0,83520.0,107880.0,96570.0,96570.0,1698.24,,Data Scientist
69,ASDA,52200.0,45240.0,59160.0,53070.0,53070.0,,,Data Scientist
70,John Lewis & Partners,83520.0,80040.0,87000.0,83520.0,83520.0,,,Data Scientist
71,Deutsche Bank,123540.0,106140.0,140940.0,122670.0,122670.0,8700.0,,Data Scientist
72,Co-op,47850.0,45240.0,50460.0,47850.0,47850.0,,,Data Scientist
73,Royal Mail,113100.0,80040.0,146160.0,112230.0,112230.0,1748.7,9570.0,Data Scientist
74,Virgin Media,87870.0,71340.0,104400.0,88740.0,88740.0,14790.0,,Data Scientist
75,Communities & Local Government,51330.0,46980.0,55680.0,52200.0,52200.0,,,Data Scientist
76,Cisco Systems,79170.0,73080.0,85260.0,79170.0,79170.0,14790.0,43500.0,Data Scientist
77,BAE Systems UK,92220.0,59160.0,125280.0,93090.0,93090.0,,,Data Scientist
78,Shell,120060.0,95700.0,144420.0,120060.0,120060.0,17400.0,,Data Scientist
79,SSE,217152.0,206294.4,228009.6,,,,,Data Scientist
80,Expedia Group,106140.0,93960.0,118320.0,106140.0,106140.0,12180.0,12180.0,Data Scientist
81,Facebook,93960.0,6960.0,8700.0,,,,,Data Scientist Intern
82,EDF,70470.0,59160.0,81780.0,70470.0,70470.0,,,Data Scientist
83,University of Glasgow,72210.0,53940.0,90480.0,72210.0,72210.0,,,Data Scientist
84,Bank of England,121800.0,106140.0,137460.0,120930.0,120930.0,,5220.0,Data Scientist
85,Defence Science and Technology Laboratory,49590.0,38280.0,60900.0,50460.0,50460.0,,,Data Scientist
86,The British Library,60900.0,55680.0,66120.0,60900.0,60900.0,,,Data Scientist
87,Home Office,62640.0,57420.0,67860.0,62640.0,62640.0,,,Data Scientist
88,Skyscanner,95700.0,66120.0,125280.0,96570.0,96570.0,68730.0,,Data Scientist
89,Bulb,129630.0,60900.0,198360.0,129630.0,129630.0,6090.0,,Data Scientist
90,The Very Group,80040.0,64380.0,95700.0,80040.0,80040.0,5220.0,,Data Scientist
91,Ocado Technology,83520.0,71340.0,95700.0,84390.0,84390.0,,,Data Scientist
92,Cooper Lomaz,86130.0,62640.0,109620.0,86130.0,86130.0,,,Data Scientist
93,ScottishPower,66120.0,59160.0,73080.0,66120.0,66120.0,5220.0,,Data Scientist
94,Avon,81780.0,78300.0,85260.0,81780.0,81780.0,6960.0,,Data Scientist
95,Reed Business Information,69600.0,66120.0,73080.0,67860.0,67860.0,,,Data Scientist
96,FARFETCH,99180.0,80040.0,118320.0,100050.0,100050.0,1701.72,8700.0,Data Scientist
97,Abcam,75690.0,69600.0,81780.0,75690.0,75690.0,,,Data Scientist
98,Kubrick Group,55680.0,52200.0,59160.0,55680.0,55680.0,13050.0,,Data Scientist
99,DAZN,78300.0,74820.0,81780.0,78300.0,78300.0,,,Data Scientist
100,Qubit,103530.0,97440.0,109620.0,101790.0,101790.0,26.1,,Data Scientist
101,Hitachi Rail,40020.0,38280.0,41760.0,40020.0,40020.0,,,Data Scientist
102,The Institution of Engineering and Technology,60030.0,52200.0,67860.0,60030.0,60030.0,,,Data Scientist
103,GroupM,100920.0,74820.0,127020.0,101790.0,101790.0,,,Data Scientist
104,ICIS,63510.0,59160.0,67860.0,64380.0,64380.0,,,Data Scientist
105,Smarkets,109620.0,83520.0,135720.0,108750.0,108750.0,,,Data Scientist
106,Agilent Technologies,71340.0,67860.0,74820.0,71340.0,71340.0,1743.48,878.7,Data Scientist
107,Valtech,101790.0,88740.0,114840.0,100920.0,100920.0,6090.0,,Data Scientist
108,Liberty Global,81780.0,74820.0,88740.0,81780.0,81780.0,,,Data Scientist
109,Product Madness,71340.0,52200.0,90480.0,71340.0,71340.0,,,Data Scientist
110,Mudano,106140.0,83520.0,128760.0,105270.0,105270.0,,,Data Scientist
111,Summit,78300.0,74820.0,81780.0,77430.0,77430.0,,,Data Scientist
112,Skimlinks,100920.0,95700.0,106140.0,100050.0,100050.0,3480.0,,Data Scientist
113,QuantumBlack,80040.0,67860.0,92220.0,,,,,Data Scientist Intern
114,Quantexa,100920.0,33060.0,168780.0,101790.0,101790.0,16530.0,,Data Scientist
115,RES,59160.0,53940.0,64380.0,59160.0,59160.0,12180.0,,Data Scientist
116,Drover ,66990.0,57420.0,76560.0,66990.0,66990.0,,,Data Scientist
117,Owlstone Medical,54810.0,46980.0,62640.0,55680.0,55680.0,,,Data Scientist
118,Football Radar,83520.0,80040.0,87000.0,83520.0,83520.0,,,Data Scientist
119,Pusher,78300.0,74820.0,81780.0,77430.0,77430.0,,,Data Scientist
120,Profusion,64380.0,57420.0,71340.0,65250.0,65250.0,3.48,,Data Scientist
121,BenevolentAI,107880.0,99180.0,116580.0,107010.0,107010.0,,,Data Scientist
122,Aridhia Informatics,53070.0,50460.0,55680.0,51330.0,51330.0,,,Data Scientist
123,Featurespace,89610.0,80040.0,99180.0,90480.0,90480.0,,,Data Scientist
124,Annalect,93960.0,85260.0,102660.0,94830.0,94830.0,,,Data Scientist
125,eRevalue,38280.0,24360.0,52200.0,38280.0,38280.0,,,Data Scientist
126,Phrasee,77430.0,73080.0,81780.0,77430.0,77430.0,,,Data Scientist
127,Thatcham Research,48720.0,46980.0,50460.0,48720.0,48720.0,,,Data Scientist
128,Logically,79170.0,64380.0,93960.0,79170.0,79170.0,5220.0,,Data Scientist
129,Pivigo,82650.0,74820.0,90480.0,82650.0,82650.0,,,Data Scientist
130,Clear Returns,52200.0,45240.0,59160.0,52200.0,52200.0,,,Data Scientist
131,AlignAlytics,38280.0,36540.0,40020.0,,,,,Data Scientist Intern
132,Satavia,50460.0,46980.0,53940.0,50460.0,50460.0,1701.72,,Data Scientist
133,Coremetrix,91350.0,80040.0,102660.0,,,,,Data Scientist
134,Spectra Analytics,31320.0,1740.0,3480.0,,,,,Data Scientist Intern
135,HARNESS Property Intelligence,122670.0,109620.0,135720.0,122670.0,122670.0,,,Data Scientist
136,Her Majesty's Revenue & Customs,106140.0,100920.0,111360.0,88740.0,88740.0,,,Data Scientist
137,Her Majesty's Revenue & Customs,88740.0,85260.0,92220.0,88740.0,88740.0,,,Data Scientist
138,Tesco,219240.0,17400.0,19140.0,,,,,Data Scientist
139,EY,84390.0,80040.0,88740.0,84390.0,84390.0,,,Data Scientist
140,NHS,34800.0,33060.0,36540.0,,,,,Data Scientist Intern
141,NHS,62640.0,60900.0,64380.0,,,,,Data Scientist
142,Accenture,92220.0,88740.0,95700.0,93960.0,93960.0,,,Data Scientist
143,Lloyds Banking Group,206294.4,199056.0,217152.0,,,,,Data Scientist
144,HSBC Holdings,76003.2,72384.0,79622.4,,,,,Data Scientist
145,BT,195436.8,188198.4,202675.2,,,,,Data Scientist
146,Dixons Carphone,207060.0,200100.0,214020.0,,,,,Data Scientist
147,Jaguar Land Rover,82650.0,80040.0,85260.0,82650.0,82650.0,5220.0,,Data Scientist
148,Imperial College London,66990.0,64380.0,69600.0,66990.0,66990.0,,,Data Scientist
149,Goldman Sachs,105270.0,100920.0,109620.0,104400.0,104400.0,77430.0,,Data Scientist
150,GlaxoSmithKline,57420.0,55680.0,59160.0,,,,,Data Scientist
151,GlaxoSmithKline,93090.0,88740.0,97440.0,93090.0,93090.0,10440.0,,Data Scientist
152,UBS,79170.0,76560.0,81780.0,79170.0,79170.0,,,Data Scientist
153,British Airways,41760.0,40020.0,43500.0,41760.0,41760.0,,,Data Scientist
154,Rolls-Royce,55680.0,53940.0,57420.0,55680.0,55680.0,,2610.0,Data Scientist
155,University College London,95700.0,92220.0,99180.0,94830.0,94830.0,,,Data Scientist
156,Oxford University,68730.0,66120.0,71340.0,68730.0,68730.0,,,Data Scientist
157,Argos,138330.0,132240.0,144420.0,140940.0,140940.0,3480.0,,Data Scientist
158,Microsoft,183570.0,175740.0,191400.0,,,,,Data Scientist
159,Credit Suisse,88740.0,85260.0,92220.0,87870.0,87870.0,,,Data Scientist
160,Booking.com,78300.0,74820.0,81780.0,78300.0,78300.0,,,Data Scientist
161,Ministry of Justice UK,59160.0,57420.0,60900.0,59160.0,59160.0,,,Data Scientist
162,ASOS,108750.0,104400.0,113100.0,107880.0,107880.0,11310.0,,Data Scientist
163,British Gas,93960.0,90480.0,97440.0,93960.0,93960.0,,,Data Scientist
164,PA Consulting,89610.0,85260.0,93960.0,89610.0,89610.0,6960.0,,Data Scientist
165,University of Manchester,53940.0,52200.0,55680.0,53070.0,53070.0,,,Data Scientist
166,Arup,95700.0,92220.0,99180.0,3480.0,3480.0,,,Data Scientist
167,Arup,41760.0,3480.0,3480.0,,,,,Data Scientist Intern
168,Transport for London,94830.0,90480.0,99180.0,93960.0,93960.0,,,Data Scientist
169,University of Edinburgh,68730.0,66120.0,71340.0,,,,,Data Scientist
170,University of Edinburgh,73080.0,69600.0,76560.0,73950.0,73950.0,,,Data Scientist
171,DXC Technology,86130.0,81780.0,90480.0,85260.0,85260.0,,,Data Scientist
172,Hewlett Packard Enterprise | HPE,130500.0,125280.0,135720.0,131370.0,131370.0,3480.0,,Data Scientist
173,Sage,87870.0,85260.0,90480.0,88740.0,88740.0,,,Data Scientist
174,Shell,253344.0,246105.6,264201.6,,,,,Data Scientist
175,Tata Consultancy Services,74820.0,71340.0,78300.0,75690.0,75690.0,,,Data Scientist
176,Ordnance Survey,58290.0,55680.0,60900.0,57420.0,57420.0,,,Data Scientist
177,Direct Line Group,120930.0,116580.0,125280.0,120930.0,120930.0,,,Data Scientist
178,THG,52200.0,50460.0,53940.0,,,,,Data Scientist Intern
179,FCA,70470.0,67860.0,73080.0,69600.0,69600.0,6960.0,,Data Scientist
180,SSE,81780.0,78300.0,85260.0,104.4,104.4,,,Data Scientist
181,CGI,94830.0,90480.0,99180.0,95700.0,95700.0,,3480.0,Data Scientist
182,Pearson,31320.0,1740.0,3480.0,,,,,Data Scientist Intern
183,IQVIA,41760.0,40020.0,43500.0,,,,,Data Scientist Intern
184,University of Bristol,63510.0,60900.0,66120.0,62640.0,62640.0,,,Data Scientist
185,Amey,69600.0,67860.0,71340.0,70470.0,70470.0,,,Data Scientist
186,Sainsbury’s,69600.0,66120.0,73080.0,69600.0,69600.0,,,Data Scientist
187,University of Leeds,20441.52,1668.66,1740.0,,,,,Data Scientist Intern
188,University of Leeds,36540.0,34800.0,38280.0,,,,,Data Scientist Intern
189,RB,33060.0,31320.0,34800.0,33060.0,33060.0,,,Data Scientist
190,Aon,103530.0,99180.0,107880.0,102660.0,102660.0,9570.0,,Data Scientist
191,Nomura Holdings,104400.0,8700.0,8700.0,8700.0,8700.0,,,Data Scientist
192,Virgin Money,70470.0,67860.0,73080.0,70470.0,70470.0,6960.0,,Data Scientist
193,QinetiQ,52200.0,50460.0,53940.0,52200.0,52200.0,,,Data Scientist
194,Schlumberger,81780.0,78300.0,85260.0,81780.0,81780.0,,,Data Scientist
195,Worldpay,95700.0,92220.0,99180.0,95700.0,95700.0,,,Data Scientist
196,Openreach,73080.0,69600.0,76560.0,72210.0,72210.0,1.74,,Data Scientist
197,Sopra Steria,60900.0,59160.0,62640.0,60900.0,60900.0,,,Data Scientist
198,Visa Inc.,38280.0,36540.0,40020.0,,,,,Data Scientist Intern
199,National Grid,72210.0,69600.0,74820.0,71340.0,71340.0,10.44,,Data Scientist
200,Diageo,146160.0,140940.0,151380.0,146160.0,146160.0,,,Data Scientist
201,AXA,60900.0,59160.0,62640.0,60900.0,60900.0,,,Data Scientist
202,Capital One,59160.0,57420.0,60900.0,58290.0,58290.0,5220.0,,Data Scientist
203,LV=,52200.0,50460.0,53940.0,52200.0,52200.0,,,Data Scientist
204,OVO Energy,60900.0,57420.0,64380.0,60900.0,60900.0,,,Data Scientist
205,Thames Water,69600.0,66120.0,73080.0,70470.0,70470.0,,,Data Scientist
206,GlobalData,60030.0,57420.0,62640.0,60900.0,60900.0,,,Data Scientist
207,Johnson Matthey,56550.0,53940.0,59160.0,57420.0,57420.0,,,Data Scientist
208,Sky Betting & Gaming,78300.0,74820.0,81780.0,78300.0,78300.0,7830.0,,Data Scientist
209,Uber,60900.0,57420.0,64380.0,60900.0,60900.0,,,Data Scientist
210,Boston Consulting Group,101790.0,97440.0,106140.0,101790.0,101790.0,,,Data Scientist
211,Monzo Bank,104400.0,100920.0,107880.0,103530.0,103530.0,,,Data Scientist
212,Gamesys,57907.2,57907.2,61526.4,57907.2,57907.2,,,Data Scientist
213,Gamesys,122670.0,118320.0,127020.0,27.84,27.84,,,Data Scientist
214,Auto Trader UK,80040.0,76560.0,83520.0,80040.0,80040.0,,,Data Scientist
215,Mars,0.0,167040.0,180960.0,174870.0,174870.0,,,Data Scientist
216,Explore Group,188790.0,180960.0,196620.0,189660.0,189660.0,,,Data Scientist
217,Zurich Insurance,61770.0,59160.0,64380.0,62640.0,62640.0,3480.0,,Data Scientist
218,Queen's University Belfast,56550.0,53940.0,59160.0,55680.0,55680.0,,,Data Scientist
219,University of Strathclyde,61770.0,59160.0,64380.0,61770.0,61770.0,,,Data Scientist
220,The National Trust,76560.0,73080.0,80040.0,75690.0,75690.0,,,Data Scientist
221,Investec,90480.0,87000.0,93960.0,90480.0,90480.0,,,Data Scientist
222,Hiscox,73080.0,71340.0,74820.0,73080.0,73080.0,,,Data Scientist
223,ITV,67860.0,66120.0,69600.0,68730.0,68730.0,,,Data Scientist
224,Veolia,68730.0,66120.0,71340.0,68730.0,68730.0,,26.1,Data Scientist
225,Allstate Northern Ireland,26970.0,26100.0,27840.0,,,,,Data Scientist Intern
226,Allstate Northern Ireland,66990.0,64380.0,69600.0,66990.0,66990.0,,,Data Scientist
227,News UK,80040.0,76560.0,83520.0,80040.0,80040.0,,,Data Scientist
228,Allianz,62640.0,60900.0,64380.0,62640.0,62640.0,3480.0,,Data Scientist
229,Heat Recruitment,76560.0,73080.0,80040.0,75690.0,75690.0,,,Data Scientist
230,Oliver Wyman,70470.0,67860.0,73080.0,,,,,Data Scientist
231,Severn Trent,60030.0,57420.0,62640.0,60030.0,60030.0,,,Data Scientist
232,AXA UK,68730.0,66120.0,71340.0,70470.0,70470.0,3480.0,,Data Scientist
233,BJSS,98310.0,93960.0,102660.0,98310.0,98310.0,9570.0,,Data Scientist
234,GE Aviation,100050.0,95700.0,104400.0,33060.0,33060.0,,,Data Scientist
235,University of Reading,53940.0,52200.0,55680.0,53940.0,53940.0,,,Data Scientist
236,GE Aviation,33060.0,31320.0,34800.0,,,,,Data Scientist Intern
237,Roche,92220.0,88740.0,95700.0,92220.0,92220.0,,,Data Scientist
238,Roche,68764.8,65145.6,72384.0,,,,,Data Scientist
239,Cision,137460.0,132240.0,142680.0,136590.0,136590.0,,,Data Scientist
240,Cabinet Office UK,65250.0,62640.0,67860.0,65250.0,65250.0,,,Data Scientist
241,Revolut,127890.0,123540.0,132240.0,,,,,Data Scientist
242,Citrix,80040.0,78300.0,81780.0,80040.0,80040.0,,20880.0,Data Scientist
243,Knight Frank,87000.0,83520.0,90480.0,87000.0,87000.0,,,Data Scientist
244,LexisNexis Legal & Professional,159210.0,153120.0,165300.0,158340.0,158340.0,,,Data Scientist
245,GE Healthcare,93960.0,90480.0,97440.0,93090.0,93090.0,,,Data Scientist
246,NHS Digital,41760.0,40020.0,43500.0,41760.0,41760.0,,,Data Scientist
247,Avanade,109620.0,104400.0,114840.0,109620.0,109620.0,,,Data Scientist
248,Caterpillar,63510.0,60900.0,66120.0,64380.0,64380.0,,,Data Scientist
249,BMW,30450.0,29580.0,31320.0,30450.0,30450.0,,,Data Scientist
250,Jagex,80910.0,78300.0,83520.0,80040.0,80040.0,8700.0,,Data Scientist
251,Royal Bank of Scotland International,48720.0,46980.0,50460.0,48720.0,48720.0,,,Data Scientist
252,Medical Research Council,41760.0,3480.0,3480.0,3480.0,3480.0,,,Data Scientist
253,Citizens Advice,66990.0,64380.0,69600.0,66990.0,66990.0,,,Data Scientist
254,Office for National Statistics,68764.8,65145.6,72384.0,,,,,Data Scientist
255,Office for National Statistics,48720.0,46980.0,50460.0,49590.0,49590.0,,,Data Scientist
256,GE Capital,107010.0,102660.0,111360.0,108750.0,108750.0,10440.0,,Data Scientist
257,Tripadvisor,125280.0,120060.0,130500.0,125280.0,125280.0,,,Data Scientist
258,Pfizer,32190.0,31320.0,33060.0,,,,,Data Scientist Intern
259,"City, University of London",20462.4,1670.4,1740.0,,,,,Data Scientist Intern
260,Science and Technology Facilities Council,88740.0,85260.0,92220.0,87000.0,87000.0,,,Data Scientist
261,QBE,87870.0,85260.0,90480.0,88740.0,88740.0,8700.0,,Data Scientist
262,Publicis Groupe,79170.0,76560.0,81780.0,80040.0,80040.0,,,Data Scientist
263,MS Amlin,70470.0,67860.0,73080.0,72210.0,72210.0,,,Data Scientist
264,Freelancer,17400.0,17400.0,17400.0,17400.0,17400.0,,,Data Scientist
265,Wavemaker,61770.0,59160.0,64380.0,60900.0,60900.0,,,Data Scientist
266,University of Essex,55680.0,53940.0,57420.0,54810.0,54810.0,,,Data Scientist
267,N Brown Group,97440.0,93960.0,100920.0,97440.0,97440.0,,,Data Scientist
268,Illumina,31320.0,29580.0,33060.0,,,,,Data Scientist Intern
269,CACI (UK),33060.0,31320.0,34800.0,,,,,Data Scientist Intern
270,Carnival,53940.0,52200.0,55680.0,53940.0,53940.0,,,Data Scientist
271,Lonza,43500.0,41760.0,45240.0,43500.0,43500.0,,,Data Scientist
272,Trainline,97440.0,93960.0,100920.0,,,,,Data Scientist
273,Media by Kantar,71340.0,69600.0,73080.0,71340.0,71340.0,,,Data Scientist
274,King,58290.0,55680.0,60900.0,,,,,Data Scientist Intern
275,AWE PLC,116580.0,111360.0,121800.0,116580.0,116580.0,,,Data Scientist
276,Genpact,55680.0,53940.0,57420.0,56550.0,56550.0,,,Data Scientist
277,Syngenta,75690.0,73080.0,78300.0,75690.0,75690.0,,,Data Scientist
278,RAC,65250.0,62640.0,67860.0,65250.0,65250.0,,,Data Scientist
279,Halliburton,82650.0,80040.0,85260.0,82650.0,82650.0,,,Data Scientist
280,Wellcome Trust,81780.0,78300.0,85260.0,81780.0,81780.0,,,Data Scientist
281,Tata Steel,52200.0,50460.0,53940.0,52200.0,52200.0,,,Data Scientist
282,Department for Transport,78300.0,74820.0,81780.0,78300.0,78300.0,,,Data Scientist
283,Quick Connect USA,113970.0,109620.0,118320.0,113100.0,113100.0,,,Data Scientist
284,Channel 4,53940.0,52200.0,55680.0,53940.0,53940.0,,,Data Scientist
285,Government Digital Service,92220.0,88740.0,95700.0,92220.0,92220.0,868.26,,Data Scientist
286,American Express Global Business Travel,80910.0,78300.0,83520.0,80040.0,80040.0,,,Data Scientist
287,TES Global,117450.0,113100.0,121800.0,117450.0,117450.0,,,Data Scientist
288,Hitachi Consulting,198360.0,15660.0,17400.0,,,,,Data Scientist
289,Kindred Group,107010.0,102660.0,111360.0,107880.0,107880.0,,,Data Scientist
290,Red Bull,36540.0,34800.0,38280.0,36540.0,36540.0,,,Data Scientist
291,Plymouth University,57420.0,55680.0,59160.0,57420.0,57420.0,,,Data Scientist
292,Rolls-Royce Motor Cars,30450.0,29580.0,31320.0,,,,,Data Scientist Intern
293,M&C Saatchi,82650.0,80040.0,85260.0,83520.0,83520.0,,,Data Scientist
294,SUEZ,88740.0,85260.0,92220.0,88740.0,88740.0,8700.0,13920.0,Data Scientist
295,Northern Ireland Civil Service,55680.0,53940.0,57420.0,55680.0,55680.0,,,Data Scientist
296,The Manufacturing Technology Centre,60900.0,59160.0,62640.0,61770.0,61770.0,,,Data Scientist
297,SAS Institute,106140.0,102660.0,109620.0,105270.0,105270.0,,,Data Scientist
298,Twinkl Educational Publishing,45240.0,43500.0,46980.0,45240.0,45240.0,,,Data Scientist
299,WarnerMedia,35670.0,34800.0,36540.0,,,,,Data Scientist Intern
300,Palantir Technologies,90480.0,87000.0,93960.0,90480.0,90480.0,,,Data Scientist
301,Wolters Kluwer,112230.0,107880.0,116580.0,111360.0,111360.0,8700.0,,Data Scientist
302,Teradata,149640.0,144420.0,154860.0,149640.0,149640.0,,,Data Scientist
303,Qubit,105270.0,100920.0,109620.0,101790.0,101790.0,26.1,,Data Scientist
304,Phoenix Group,113100.0,109620.0,116580.0,112230.0,112230.0,5220.0,,Data Scientist
305,European Bioinformatics Institute,52200.0,50460.0,53940.0,52200.0,52200.0,,,Data Scientist
306,Aberdeen Asset Management,109620.0,104400.0,114840.0,,,,,Data Scientist
307,University of Brighton,63510.0,60900.0,66120.0,62640.0,62640.0,,,Data Scientist
308,GBG,80040.0,76560.0,83520.0,80040.0,80040.0,,,Data Scientist
309,BDP,74820.0,71340.0,78300.0,75690.0,75690.0,,,Data Scientist
310,G-Research,52200.0,50460.0,53940.0,52200.0,52200.0,,,Data Scientist
311,Yorkshire Water,73080.0,69600.0,76560.0,73080.0,73080.0,694.26,,Data Scientist
312,CMC Markets,115710.0,111360.0,120060.0,116580.0,116580.0,5.22,,Data Scientist
313,Amnesty International,85260.0,81780.0,88740.0,,,,,Data Scientist
314,YouGov,93090.0,88740.0,97440.0,93960.0,93960.0,9570.0,,Data Scientist
315,Hotels.com,96570.0,92220.0,100920.0,98310.0,98310.0,,,Data Scientist
316,Hitachi Vantara,41760.0,3480.0,3480.0,,,,,Data Scientist Intern
317,Bristol Myers Squibb,109620.0,106140.0,113100.0,108750.0,108750.0,,,Data Scientist
318,RELX,62640.0,60900.0,64380.0,,,,,Data Scientist
319,Simon-Kucher & Partners,80910.0,78300.0,83520.0,80910.0,80910.0,6090.0,,Data Scientist
320,Ebiquity,53070.0,50460.0,55680.0,53070.0,53070.0,,,Data Scientist
321,Welsh Water,55680.0,53940.0,57420.0,55680.0,55680.0,,,Data Scientist
