,company,position,salary,lower_bound_salary,upper_bound_salary,base_pay,bonus_pay,cash_bonus,stock_bonus
313,Economical Insurance,Senior Data Scientist,85000,81000,89000,85000.0,85000.0,1.0,
314,Intuit,Senior Data Scientist,93000,89000,97000,94000.0,94000.0,,
315,Huawei Technologies,Senior Data Scientist - Hourly Contractor,137280,131040,143520,,,,
316,Self,Senior Data Scientist,89000,85000,93000,89500.0,89500.0,,
317,Boston Consulting Group,Senior Data Scientist,210000,200000,220000,209000.0,209000.0,15000.0,10500.0
318,CHEO,Senior Data Scientist,84500,81000,88000,84000.0,84000.0,,
319,Mozilla,Senior Data Scientist,143500,139000,148000,143500.0,143500.0,26000.0,
320,SurveyMonkey,Senior Data Scientist,135000,130000,140000,134500.0,134500.0,,
321,GE Digital,Senior Data Scientist,133000,127000,139000,134000.0,134000.0,3000.0,
322,Teradata,Senior Data Scientist,104000,100000,108000,104500.0,104500.0,,
323,Environment and Climate Change Canada,Senior Data Scientist,112000,107000,117000,112000.0,112000.0,,
324,Facebook,Senior Data Scientist,175500,170000,181000,176000.0,176000.0,25000.0,60000.0
325,AeroInfo Systems,Senior Data Scientist,118500,114000,123000,117500.0,117500.0,5000.0,
326,1QB Information Technologies 1QBit,Senior Data Scientist,73500,70000,77000,73500.0,73500.0,,
327,Exiger,Senior Data Scientist,150500,144000,157000,150500.0,150500.0,13500.0,23000.0
328,BlueDot,Senior Data Scientist,80000,77000,83000,80000.0,80000.0,,
329,Altus Assessments,Senior Data Scientist,99500,95000,104000,100500.0,100500.0,,
330,Talan,Senior Data Scientist,110500,106000,115000,110000.0,110000.0,,
331,Apply Digital,Senior Data Scientist,139000,133000,145000,139500.0,139500.0,,
332,Ivado Labs,Senior Data Scientist,151000,146000,156000,151500.0,151500.0,,
333,Kinsol Research,Senior Data Scientist,97500,93000,102000,,,,
334,,Senior Data Scientist,93000,90000,96000,,,,
335,Brilent,Senior Data Scientist,125000,119000,131000,126500.0,126500.0,,
336,GoDaddy,Senior Data Scientist,144500,139000,150000,143500.0,143500.0,13500.0,
337,Imbellus,Senior Data Scientist,135000,130000,140000,134500.0,134500.0,,
338,TD,Junior Data Scientist - Intern,50000,48000,52000,,,,
339,RBC,Junior Data Scientist,55500,53000,58000,55000.0,55000.0,,
340,Scotiabank,Junior Data Scientist - Hourly Intern,47840,45760,49920,,,,
341,University of Toronto,Junior Data Scientist - Hourly Contractor,76960,74880,81120,,,,
342,Rogers Communications,Junior Data Scientist - Monthly,4000,4000,4000,4000.0,4000.0,,
343,Bell Canada,Junior Data Scientist,51000,49000,53000,51000.0,51000.0,,
344,Bell Canada,Junior Data Scientist - Hourly Contractor,39520,39520,41600,,,,
345,Government of Canada,Junior Data Scientist,78000,75000,81000,77000.0,77000.0,,
346,Intact,Junior Data Scientist,59500,57000,62000,60000.0,60000.0,,
347,Flipp,Junior Data Scientist - Monthly Intern,3000,3000,3000,,,,
348,BiblioCommons,Junior Data Scientist - Contractor,55000,53000,57000,,,,
349,Two Hat Security,Junior Data Scientist - Monthly Intern,2500,2000,3000,,,,
350,Unity Health Toronto,Junior Data Scientist,74000,71000,77000,74000.0,74000.0,,
351,Boréalis (Canada),Junior Data Scientist,55500,53000,58000,55500.0,55500.0,,
352,"GE Lighting, A Savant Company",Junior Data Scientist - Contractor,65000,62000,68000,,,,
353,Fiddlehead,Junior Data Scientist,54500,53000,56000,55000.0,55000.0,,
354,Genworth,Associate Data Scientist - Hourly Contractor,54080,52000,56160,,,,
355,Banque Nationale du Canada/National Bank of Canada,Lead Data Scientist,92000,88000,96000,91500.0,91500.0,10000.0,2000.0
356,Orbis Investments,Lead Data Scientist,147000,141000,153000,145500.0,145500.0,5000.0,
357,2nd Address,Lead Data Scientist,120000,114000,126000,119500.0,119500.0,,
358,IBM,Data Scientist Intern - Monthly,5000,5000,5000,,,,
359,Capital One,Data Scientist Intern - Hourly,49920,47840,52000,,,,
360,Elsevier,Data Scientist II,109500,106000,113000,,,,
361,Loblaw Digital,Principal Data Scientist,145500,140000,151000,145000.0,145000.0,,20000.0
362,Intact,Intern data scientist - Hourly,60320,58240,62400,,,,
363,Loblaw Companies,Data Science Analyst,70000,67000,73000,70500.0,70500.0,,
364,Canadian Tire,Data Science Analyst,69000,66000,72000,68000.0,68000.0,2000.0,2000.0
365,Cirque du Soleil Entertainment Group,Data Science Manager,100000,95000,105000,100500.0,100500.0,,
366,1000ml,Data Science Consultant - Monthly Contractor,3000,3000,3000,,,,
367,Avanade,Data Scientist Manager,130000,125000,135000,130000.0,130000.0,5000.0,
368,dunnhumby,Applied Data Scientist,65500,63000,68000,66000.0,66000.0,6500.0,
369,Scotiabank,Data Scientist Co-op - Hourly Intern,62400,60320,64480,,,,
370,Scotiabank,Data Scientist Co-op - Hourly Contractor,83200,79040,87360,,,,
371,CIBC,Data Scientist Co-op - Intern,47000,45000,49000,,,,
372,CIBC,Data Scientist Co-op - Hourly Intern,58240,56160,60320,,,,
373,IBM,Data Scientist Co-op - Hourly Intern,52000,49920,54080,,,,
374,KPMG,Data Scientist Co-op - Intern,49000,47000,51000,,,,
375,Shopify,Data Scientist Co-op,70500,68000,73000,71000.0,71000.0,495.0,
376,Ontario Ministère des Transports,Data Scientist Co-op,36000,35000,37000,36000.0,36000.0,,
377,Statistics Canada,Data Scientist Co-op - Hourly Contractor,43680,43680,45760,,,,
378,Unilever,Data Scientist Co-op - Hourly,45760,43680,47840,45760.0,45760.0,,
379,BioWare,Data Scientist Co-op - Intern,48000,46000,50000,,,,
380,FGF Brands,Data Scientist Co-op - Hourly Intern,43680,41600,45760,,,,
381,Precima,Data Scientist Co-op - Hourly Intern,66560,64480,68640,,,,
382,Ayogo Health,Data Scientist Co-op - Monthly Intern,4000,4000,4000,,,,
383,Samplits,Data Scientist Co-op - Monthly Intern,919,888,950,,,,
384,Buyavette,Data Scientist Co-op - Hourly,45760,43680,47840,45760.0,45760.0,2000.0,
385,IATA,Head of Data Science,178000,173000,183000,179000.0,179000.0,,
386,IBM,Data Scientist/Software Engineer - Hourly Intern,54080,52000,58240,,,,
387,RBC,Data Scientist Coop,54000,52000,56000,26.0,26.0,,
388,RBC,Data Scientist Coop - Hourly Intern,52000,52000,54080,,,,
389,RBC,Data Scientist Coop - Intern,54500,52000,57000,,,,
390,Scotiabank,Data Scientist Coop - Intern,82000,79000,85000,,,,
391,CIBC,Data Scientist Coop,48000,46000,50000,48000.0,48000.0,,
392,University of Victoria,Data Scientist Coop,39500,38000,41000,39500.0,39500.0,,
393,Fraser Health,Data Scientist Coop - Hourly,43680,41600,45760,43680.0,43680.0,,
394,Athabasca University,Manager - Data Science,101000,97000,105000,99000.0,99000.0,9000.0,
395,Athabasca University,Manager - Data Science,100500,96000,105000,99500.0,99500.0,9000.0,
396,Major cannabis company,Manager - Data Science,94500,91000,98000,,,,
397,goeasy,Sr Manager Data Science,134500,129000,140000,135500.0,135500.0,15500.0,
398,EMAGIN Clean Technologies,Data Science Lead - Hourly,104000,99840,108160,104000.0,104000.0,,
399,Capital One,Senior Associate Data Science,88000,85000,91000,87000.0,87000.0,10500.0,
400,Softchoice,Data Science and Analytics - Intern,47000,45000,49000,,,,
